"date","text","who"
2015-09-16,"CARSON: Hi, I'm Ben Carson, and I'm a retired pediatric neurosurgeon. I'm here with my wife, Candy, of 40 years, and two of my sons, and their wives. I stress the pediatric part of my career because the reason that I've gotten involved in this race is because I'm very concerned about the future of our children, and the direction of our country is one that does not portend well, unless we, the people, intervene and retake our rightful place at the pinnacle. [applause] ","CARSON"
2015-09-16,"TRUMP: I'm Donald Trump. I wrote ""The Art of the Deal"". I say not in a braggadocious way, I've made billions and billions of dollars dealing with people all over the world, and I want to put whatever that talent is to work for this country so we have great trade deals, we make our country rich again, we make it great again. We build our military, we take care of our vets, we get rid of Obamacare, and we have a great life altogether. Thank you. Thank you. [applause] ","TRUMP"
2015-09-16,"BUSH: I'm Jeb Bush, and I believe America's on the verge of its greatest century, and I'm ready to lead. I'm a committed, conservative reformer that cut taxes, that balanced budgets, that took on the special interest in Florida, and we won. I look forward to talking tonight about how we can fix a broken Washington D.C., and create an environment where people can rise up again in this great country. Thank you. [applause] ","BUSH"
2015-09-16,"WALKER: Good evening, I'm Scott Walker, and tonight, I want to thank and Mrs. Reagan, and the Reagan Library for hosting us. You see, in my lifetime, the greatest president was a governor from California. Ronald Reagan knew how to go big, and go bold. He understood the essence of moving this country forward, and that's what I did when I took on the status quo in my state, and the Washington based special interest. Now, more than ever, America needs a leader who will go big and bold again. Someone who's been tested. I'm ready to be that leader. Thank you. [applause] ","WALKER"
2015-09-16,"FIORINA: Good evening. My story, from secretary to CEO, is only possible in this nation, and proves that everyone of us has potential. My husband, Frank, of 30 years, started out driving a tow truck for a family owned auto body shop. We have come to a pivotal point in our nation's history where this nation's possibilities and potential are being crushed by a government grown so big, so powerful, so inept, so corrupt, and a political class that refuses to do anything about it. I am prepared to lead the resurgence of this great nation. [applause] ","FIORINA"
2015-09-16,"KASICH: Hello, I'm John Kasich, the Governor of Ohio. Emma, and Reese, my children, and Karen, love 'ya girls. Thanks for watching tonight. By the way, I think I actually flew on this plane with Ronald Reagan when I was a congressman, and his goals, and mine, really much <U+FFFD> are pretty much the same. Lift Americans, unify, give hope, grow America, and restore it is to that great, shining city on a hill. Yes, he was a great one, and I learned much from watching him. The most important thing, hope to Americans, unify, lift everyone in America. [applause] ","KASICH"
2015-09-16,"CHRISTIE: Hi, my name is Chris Christie, and I'd like to you take the camera off me and put it on the audience because I'd like to ask all of you, how many of you, raise your hand, believe that in today's Barak Obama America your children will have a better life than you've had? You see? That's why I'm running for President. because leadership is not about me, it's about our country. And, what we talk about tonight, it's not about us, it's about the people in the audience tonight, because in seven short years this president has stripped away their trust, and their faith, and their belief that the next generation will have a better life. He's stolen that from us, and when I'm president, I'm going to take it back. [applause] ","CHRISTIE"
2015-09-16,"FIORINA: You know, I think Mr. Trump is a wonderful entertainer. He's been terrific at that business. I also think that one of the benefits of a presidential campaign is the character and capability, judgment and temperament of every single one of us is revealed over time and under pressure. All of us will be revealed over time and under pressure. I look forward to a long race. ","FIORINA"
2015-09-16,"FIORINA: That's not for me to answer; it is for the voters of this country to answer, and I have a lot of faith in the common sense and good judgment of the voters of the United States of America. ","FIORINA"
2015-09-16,"TRUMP: Well, first of all, Rand Paul shouldn't even be on this stage. He's number 11, he's got 1 percent in the polls, and how he got up here, there's far too many people anyway. As far as temperament <U+FFFD> and we all know that <U+FFFD> as far as temperament, I think I have a great temperament. I built a phenomenal business with incredible, iconic assets, one of the really truly great real-estate businesses. And I may be an entertainer, because I've had tremendous success with number-one bestsellers all over the place, with ""The Apprentice"" and everything else I've done. But I will tell you this","TRUMP"
